politifact10185,"268580473, 307991956, 106929310, 223708368, 86231642, 2176943977, 385635754, 72552866, 11580572, 29017307, 36593049, 69815697, 143932529, 14703547, 22690617, 23283500, 385215343, 9996542, 338513498, 266831414, 9300262, 15010225, 2593631173, 99934291, 261698166, 15549747, 144907880, 23612917, 327412756, 3374371934, 705521746280128514, 47784981, 151214396, 543142036, 833359558571495424, 13624922, 367375261, 370945049, 850789517422350336, 941490803934945280, 935693918456504320, 756338586228711425, 70124506, 706526167017238528, 933063433645260800, 822617608298123265, 947486961824083968, 602085439, 808710607641853952, 27973393, 40182407, 848950109211512832, 381078838, 965711162892460032, 739110628984377344, 805314814893555712, 38359227, 631188988, 106286391, 393049830, 254615229, 255362817, 2371017823, 211992895, 164573046, 758434688922972160, 861432925967011840, 2203666069, 735808759675654144, 926524993655078912, 393350036, 2532718828, 328976946, 872577124414214144, 2875921835, 4146483742, 467348164, 1169438480, 925700432529383424, 800913320848986112, 42258952, 838165594088288257, 19486234, 1068153016627486721, 1061045834433740800, 959114041678430208, 1581149984, 1581149984, 68047226, 100909514, 251627765, 33989747, 411346195, 27282949, 278642216, 52026049, 34315101, 12797822, 84076903, 2274078254, 2756938558, 2838191247, 14672185, 1964928656, 1253577306, 2542697438, 251627765, 138460164, 1664033418, 1664033418, 1594095570, 2382457435, 268580473, 106929310, 50889806, 946782786, 873470365, 23284066, 113064572, 14672185, 630732363, 2335302962, 55916205, 171745835, 1688581, 14812594, 47863119, 378344402, 49143714, 22481748, 83391991, 168904047, 419243176, 17469726, 255826721, 108985887, 42530141, 58973741, 92843031, 29608140, 307604958, 4794619635, 563778373, 23612917, 17469726, 23612917, 14554753, 17504708, 15695168, 17469726, 15695168, 1133701, 4270724112, 705521746280128514, 1133701, 4270724112, 705521746280128514, 1133701, 818009036826222593, 836361828494094336, 796380274435227648, 935693918456504320, 2916094244, 28934470, 843930150400008192, 907266565753774080, 947486961824083968, 843930150400008192, 947486961824083968, 947486961824083968, 843930150400008192, 843930150400008192, 843930150400008192, 822998294787825664, 848950109211512832, 60945565, 255362817, 964658316021587970, 2808940507, 828271117823389700, 3367740322, 2532718828, 3367740322, 18677661, 2532718828, 2532718828, 2532718828, 21713092, 1904739704, 2422808124, 952668866366394369, 717471232082444290, 29895278, 90022337, 552067911, 128326772, 762010286, 2822812502, 563325147, 1548489476, 9300262, 322194665, 23772575, 1158242083, 1938601442, 30893405, 855935540, 445996563, 209822729, 561343781, 521649556, 874397544, 67255237, 1548489476, 612832554, 2377900363, 37865281, 104715826, 22526553, 945283189, 567790435, 1067177034, 59500657, 20344756, 19022242, 59500657, 563325147, 2586273553, 2822812502, 705187969, 1461879260"
politifact1467,"1046864876205834240, 1046864876205834240, 1046864876205834240, 1046864876205834240, 1046864876205834240"
politifact8737,"18188773, 18188773, 17236582, 18188773, 68520396, 96815329, 96815329, 96815329, 96815329, 96815329, 96815329, 96815329, 96815329, 173180359, 96815329, 96815329, 22446536, 96815329, 96815329, 96815329, 817652, 325116152, 78534052, 65267922, 96815329, 96815329, 96815329, 96815329, 44374036, 96815329, 81385663, 38040229, 580376890, 339984551, 107080491, 36742514, 322054650, 449441163, 92702127, 34915343, 1220479471, 421794008, 195188883, 40636792, 322054650, 244991712, 111782439, 322054650, 322054650, 195188883, 461739879, 1030884090, 40353863, 421794008, 244991712, 22630156, 1316747654, 714637945, 22072828, 714637945, 282509945, 151881920, 22682760, 172749568, 1237688509, 2281064712, 195188883, 244991712, 22630156, 159119652, 1664165546, 2375702246, 2366702600, 151881920, 281318217, 30763914, 2168575186, 2243931840, 29117025, 322054650, 151629270, 500937917, 437603468, 39894025, 322054650, 1307899326, 1281101401, 1281101401, 262218463, 70770386, 402855720, 1281101401, 34045872, 584769683, 1281101401, 1281101401, 1281101401, 1456120712, 1281101401, 322054650, 770552916239380480, 371139806, 282782650, 2353718180, 2976194712, 376127682, 195188883, 587436299, 584769683, 813953082837073920, 3042226101, 773264623445372929, 706778189599809536, 195188883, 376127682, 282782650, 2976194712, 888072458531729408, 59393368, 3295423333, 2241239328, 777287016, 261918509, 2670055668, 2670706568, 2351420289, 121158213, 123851789"
politifact2048,"94098002, 31764137, 132531517, 48122327, 80653884, 15182798, 15705448, 131258764, 130745170, 92484586, 132074537, 18664838, 92109760, 113436091, 22069212, 95108034, 72798486, 15976255, 15853397, 22521270, 52207391, 118935918, 36096647, 17845639, 65987457, 6021962, 134604426, 18103951"
politifact13132,"35606154, 271219601, 245479689, 377818380, 15266000, 96159526, 21393395, 138418838, 208056970, 113243806, 16672654, 3793600152, 612057704, 612057704, 25655525, 568790348, 29679790, 12004852, 298997025, 4915169428, 407807940, 49974182, 551237452, 17158618, 2269423063, 187316309, 551237452, 614853, 1056590900, 370922507, 269798459, 17961164, 1199216136, 48719150, 704060092065423361, 382370203, 583117972, 3306356200, 3289482160, 120877403, 712109096351113216, 18267131, 380664031, 455336719, 1911562567, 4732288278, 49379886, 47554499, 31637577, 32489614, 1466184158, 4488233199, 264931947, 1573827930, 1561468860, 51259550, 459259315, 455063664, 2688584306, 18593140, 2421976332, 19607639, 344107680, 25944103, 4183971489, 250769616, 734123781292167172, 449824576, 108312989, 741037906249187328, 244200716, 732215336158826497, 228015335, 734790230843269120, 278816880, 3173764968, 4883771005, 218694298, 1922271644, 732734746929795073, 2321606671, 4768657948, 38868552, 943729442, 16103642, 328774677, 277599621, 392478971, 745425650887049216, 227584752, 18593140"
politifact13068,"44149009, 226146554, 353910111, 1689421, 19363044, 78593579, 226689164, 736443716, 16168410, 3371601, 2485142431, 166968952, 15654722, 758051288194179072, 309198925, 61177115, 59077428, 209509727, 83210801, 1689421, 547839306, 4694155033, 1425985364, 2742193386, 224456162, 2649623400, 224456162, 2649623400, 737622189994708992"
politifact11314,"24623545, 56005571, 38733801, 389851725, 1921376024, 865060466, 865060466, 865060466, 865060466, 865060466, 865060466, 865060466, 865060466, 865060466, 1004387720"
politifact11761,"603798545, 305624398, 116099364, 3002723962, 4101361162, 8953122, 603798545, 2376643608, 348796164, 3407999853, 381789114, 374592688, 35606154, 47127389, 246362315, 246362315, 22513016, 13673392, 37025524, 245885182, 1904772828, 14085040, 20694180, 91377501, 17324167, 16517141, 1438602337, 16925056, 17264634, 2545155689, 324489515, 18843720, 276153464, 91377501, 838399572, 955736706, 109854452, 59849033, 19141265, 767036004, 426903572, 3817084823, 262349771, 889996916, 21631041, 126145029, 4109012540, 112003104, 3149805223, 36699129, 24658978"
politifact65,"16438494, 1105184047, 612196590, 898627210659086336, 46196335, 816344482434125824, 1389527930, 577233385, 2345914964, 261442547, 827325184432603136, 489823939, 285104677, 18478249, 18478249, 322229610, 71022729, 9855382, 347171566, 71630958, 224285242, 17473443, 7402662, 18188773, 7402662, 74198348, 162826916, 126585766, 207764858, 58363530, 12304742, 387369960, 78403308, 137130415, 78403308, 293171388, 33639873, 265287627, 19188708, 287816197, 27852526, 45249816, 14390021, 21384707, 67097336, 18217831, 122757815, 41653798, 898627210659086336, 825359465826353153, 102578394, 489823939, 816344482434125824, 944377373650247680, 825359465826353153"
politifact13548,"2421577134, 1815971, 62770421, 104170629, 194419716, 38453596, 20722768, 915186104, 3212982333, 3835871794, 702169774936215552, 4426507168, 2389748504, 449600949, 2809161682, 3370931398, 38208602, 26217286, 50279201, 27174708, 727040471378345984, 40577747, 2781341473, 3212982333, 4750461613, 1837604520, 2809161682, 86165536, 141454593, 19912776, 614872490, 1130721362, 3212982333, 3212982333, 3835871794, 1342942975, 2170452756, 195573183, 802314768, 150483256, 324231918, 1672464037, 3790045040, 1024719014, 242576836"
politifact582,"4329921207, 822443130477748225, 408768677, 330929366, 38266703, 3277865125, 2617689786, 738567336853020673, 34974207, 565501978, 912021185046687744, 38910239, 2858699487, 2222074681, 740718893497389057, 875844127237079040, 916356673060593664, 945331631539101697, 873693802762035203, 108510851, 2562585720, 780994300654018564, 564087889, 891067071970164736, 1025534481363480576, 49373233, 1033874381091627009, 741999632473939968, 974103996817379328, 1021505512255442948, 392899058, 952829740733386752, 283865372, 748859969777332225, 780994300654018564, 780994300654018564, 46596461, 850351335430017025, 2661167788, 981978633290924037, 965372905302368258, 921053539559813125, 737603140812312576, 1004076817773465606, 292597626, 2732950444, 1038613041619775488, 811717240030711813, 973919314037428225, 605963171, 3777484875, 3100608039, 119029167, 763830071727493120, 928863786894798848, 770047603794935808, 788957991835873280, 895286614431346688, 821728093559803908, 951175089793384448, 1615987513, 187936720, 935724321938518016, 4158909861, 987397377815449600, 579489710, 3189093031, 1401244394, 928312755484053504, 958443240998473728, 764565157301202944, 4393008441, 760293057929420803, 23442861, 751496347073671168, 221963057, 928391924066799616, 820820229974618116, 848206806, 1060407691766579201, 387201661, 2225747204, 617361371, 824470268479279104, 4064331736, 2908209886, 917488476399923200, 60959987, 1736108306, 991105483976073216, 46596461, 1971474522, 805480757334601728, 1024795612947075072, 2181089172, 872146590881984512, 961979311895932928, 158950134, 823702481028939777, 1055241026422665216, 15995652, 946358671067570176, 1053824394533920768, 1037496888, 103610808, 3739067240, 47338528, 327041632, 534329922, 2669181342, 3421316315, 859843007255793664, 384391011, 895152249047064576, 1429960374, 194343140, 259260816, 900940338012971008, 26794454, 19546975, 889474596, 952412016647507969, 921510933410787328, 791243833854070785, 18568363, 369602944, 3100608039, 819910055520768001, 819910055520768001, 819910055520768001, 770047603794935808, 718332223, 364017007, 819910055520768001, 830035271303491585, 364017007, 39739468, 25673677, 1031019813043240960, 25673677, 819910055520768001"
