User ID,True News,False News,Total News
17574673,1,0,1
16469463,1,0,1
39524821,1,0,1
41971762,1,0,1
71388559,1,0,1
252431613,1,0,1
114544149,1,0,1
16657412,1,0,1
17459761,2,0,2
89545307,1,0,1
412266465,1,0,1
729098486,1,0,1
14806726,1,0,1
110857907,1,1,2
27211504,1,0,1
433628523,1,0,1
326210627,1,0,1
410431212,1,0,1
33706858,1,0,1
508105923,3,0,3
28339435,1,0,1
499554017,1,0,1
53868814,1,0,1
16984560,1,0,1
371980835,1,0,1
15401761,1,0,1
796693993,1,0,1
101522797,1,0,1
17156932,4,0,4
170839967,1,0,1
148829232,1,0,1
40084369,1,0,1
15007269,1,0,1
35280003,2,0,2
368817854,1,0,1
939197820,1,0,1
407493118,1,0,1
108445163,1,0,1
877527739,3,0,3
215821861,1,0,1
126145029,2,0,2
771394284,1,0,1
59286277,2,0,2
451136311,1,0,1
81205721,7,0,7
932407230,10,0,10
593813785,13,0,13
426180222,1,0,1
16524952,2,0,2
93822549,1,0,1
47624231,1,0,1
868569654,1,0,1
588743983,1,0,1
251260694,1,0,1
292263105,1,2,3
23112668,2,0,2
520594786,1,0,1
19367495,1,0,1
17931432,1,0,1
57779415,1,0,1
434649810,1,0,1
88394635,1,0,1
55025400,1,0,1
18220272,1,0,1
399488156,1,0,1
28343954,1,0,1
172488414,1,0,1
172141399,2,0,2
29105288,1,0,1
38442927,1,0,1
14484395,1,0,1
435006062,1,0,1
915189337,1,0,1
110254267,1,0,1
18244332,1,0,1
142131280,1,0,1
32394756,1,0,1
14124196,4,0,4
858911317,1,0,1
338513498,2,0,2
376481868,1,0,1
17601708,2,0,2
313488173,1,0,1
145343433,1,0,1
17542265,1,0,1
24412566,1,0,1
631434524,1,0,1
125448978,1,0,1
25138568,26,0,26
827409120,1,0,1
283194614,2,0,2
348283415,1,0,1
37359285,1,0,1
86861687,1,0,1
486964841,1,0,1
22705053,1,0,1
225423130,1,0,1
174665387,1,0,1
54003964,2,0,2
397073138,1,0,1
294131075,2,0,2
831880177,1,0,1
434224389,1,0,1
432669682,1,0,1
17756675,1,0,1
120722672,1,0,1
466684294,1,0,1
172470598,4,0,4
556613478,1,0,1
559580079,1,0,1
103077946,1,0,1
44482315,1,0,1
335868637,5,0,5
116271255,4,0,4
97979245,1,0,1
24747609,1,0,1
279164084,3,0,3
40963192,1,0,1
344068114,1,0,1
1143119178,1,0,1
18261890,1,0,1
146060152,1,0,1
628709039,1,0,1
63753027,1,0,1
285776648,1,0,1
319804960,2,0,2
539989796,1,0,1
89880898,1,0,1
193029781,1,0,1
48071417,1,0,1
52118721,2,0,2
421424954,1,0,1
237930862,1,0,1
532321958,1,0,1
234922535,4,4,8
484992009,3,0,3
529821246,2,0,2
358184424,1,0,1
237542071,1,0,1
365288023,1,0,1
22340952,1,0,1
74641089,2,0,2
77004517,1,0,1
36641868,1,0,1
17087547,1,0,1
1472543239,1,0,1
260803793,1,0,1
391658754,1,0,1
2334802148,2,0,2
4041573609,1,0,1
4023889335,1,0,1
14968717,2,0,2
3494048472,2,0,2
2992440550,1,0,1
50565159,1,0,1
38194101,1,0,1
50029994,1,0,1
152484435,1,0,1
14428875,1,0,1
34875126,1,0,1
206278498,1,0,1
153699663,1,0,1
74014041,1,0,1
42110054,1,0,1
76435094,1,0,1
45652035,1,0,1
41146146,1,0,1
130094578,1,0,1
23442852,1,0,1
770400667,1,0,1
190038990,2,0,2
870896108,1,0,1
522256548,1,0,1
42703163,1,0,1
302060217,1,0,1
293131808,1,0,1
1090009730,1,0,1
1188018571,1,0,1
228055022,1,0,1
109150058,2,0,2
1484243208,1,0,1
1408000388,1,0,1
257234986,1,0,1
239925499,1,0,1
291756142,1,0,1
983200186217492480,2,0,2
944377373650247680,2,0,2
1435209589,1,0,1
1036157252,1,0,1
304793617,1,0,1
705064105,2,0,2
557486537,1,0,1
636217661,3,0,3
60532319,2,0,2
14597351,1,0,1
16545084,1,0,1
12831882,1,0,1
630873767,1,0,1
491471293,1,0,1
67682228,1,0,1
193881035,1,0,1
279888618,1,0,1
232579939,5,0,5
46865916,1,0,1
4329921207,2,1,3
822443130477748225,2,0,2
408768677,2,0,2
330929366,1,0,1
38266703,2,4,6
3277865125,2,0,2
2617689786,2,2,4
738567336853020673,2,1,3
34974207,2,0,2
565501978,2,0,2
912021185046687744,2,0,2
38910239,2,0,2
2858699487,2,0,2
2222074681,2,2,4
740718893497389057,2,0,2
875844127237079040,2,0,2
916356673060593664,2,0,2
945331631539101697,2,0,2
873693802762035203,2,0,2
108510851,2,0,2
2562585720,2,0,2
780994300654018564,6,0,6
564087889,2,0,2
891067071970164736,2,0,2
1025534481363480576,2,0,2
49373233,2,0,2
1033874381091627009,2,0,2
741999632473939968,2,0,2
974103996817379328,2,1,3
1021505512255442948,2,0,2
392899058,2,0,2
952829740733386752,2,0,2
283865372,2,0,2
748859969777332225,2,2,4
46596461,4,0,4
850351335430017025,2,0,2
2661167788,2,0,2
981978633290924037,2,0,2
965372905302368258,2,0,2
921053539559813125,2,0,2
737603140812312576,2,1,3
1004076817773465606,2,0,2
292597626,2,0,2
2732950444,3,0,3
1038613041619775488,2,0,2
811717240030711813,2,1,3
973919314037428225,2,0,2
605963171,2,2,4
3777484875,2,0,2
3100608039,4,0,4
119029167,2,0,2
763830071727493120,2,0,2
928863786894798848,2,0,2
770047603794935808,4,0,4
788957991835873280,2,0,2
895286614431346688,2,1,3
821728093559803908,2,0,2
951175089793384448,2,0,2
1615987513,2,0,2
187936720,2,0,2
935724321938518016,2,0,2
4158909861,2,1,3
987397377815449600,2,0,2
579489710,2,0,2
3189093031,2,0,2
1401244394,2,0,2
928312755484053504,3,0,3
958443240998473728,2,0,2
764565157301202944,2,2,4
4393008441,2,0,2
760293057929420803,2,0,2
23442861,2,0,2
751496347073671168,2,0,2
221963057,2,0,2
928391924066799616,2,0,2
820820229974618116,2,0,2
848206806,2,1,3
1060407691766579201,2,0,2
387201661,2,0,2
2225747204,2,0,2
617361371,2,0,2
824470268479279104,2,0,2
4064331736,2,1,3
2908209886,2,0,2
917488476399923200,2,0,2
60959987,2,0,2
1736108306,2,1,3
991105483976073216,2,0,2
1971474522,2,0,2
805480757334601728,2,0,2
1024795612947075072,2,0,2
2181089172,2,0,2
872146590881984512,2,0,2
961979311895932928,2,0,2
158950134,3,1,4
823702481028939777,2,1,3
1055241026422665216,2,0,2
15995652,2,1,3
946358671067570176,2,0,2
1053824394533920768,2,0,2
1037496888,2,1,3
103610808,2,0,2
3739067240,2,0,2
47338528,2,0,2
327041632,2,0,2
534329922,2,0,2
2669181342,2,1,3
3421316315,2,0,2
859843007255793664,2,0,2
384391011,2,0,2
895152249047064576,2,0,2
1429960374,3,0,3
194343140,2,0,2
259260816,2,0,2
900940338012971008,2,0,2
26794454,2,0,2
19546975,2,0,2
889474596,2,1,3
952412016647507969,2,0,2
921510933410787328,2,0,2
791243833854070785,2,1,3
18568363,2,0,2
369602944,2,0,2
819910055520768001,10,0,10
718332223,2,0,2
364017007,4,0,4
830035271303491585,2,0,2
39739468,2,0,2
25673677,4,0,4
1031019813043240960,2,0,2
22544948,1,0,1
14112324,1,0,1
78065435,1,0,1
21696279,1,0,1
386767657,1,0,1
114014290,1,0,1
94212383,2,0,2
430334165,1,0,1
21552398,1,0,1
104519864,1,0,1
44149009,2,0,2
226146554,2,0,2
353910111,2,0,2
1689421,4,0,4
19363044,2,0,2
78593579,2,0,2
226689164,2,0,2
736443716,2,0,2
16168410,2,0,2
3371601,2,0,2
2485142431,2,0,2
166968952,2,0,2
15654722,2,0,2
758051288194179072,2,0,2
309198925,2,0,2
61177115,2,0,2
59077428,2,0,2
209509727,2,0,2
83210801,2,0,2
547839306,2,0,2
4694155033,2,0,2
1425985364,2,0,2
2742193386,2,0,2
224456162,4,0,4
2649623400,4,0,4
737622189994708992,2,0,2
14144015,1,0,1
14504258,1,0,1
14946592,1,0,1
14948358,2,0,2
14948413,1,0,1
9782032,1,0,1
14951503,3,0,3
15832179,1,0,1
12895422,1,0,1
14951570,1,0,1
17545180,1,0,1
17422174,1,0,1
14951586,1,0,1
19416225,2,0,2
6332292,1,0,1
113346201,1,0,1
23008665,1,0,1
8795772,1,0,1
108797565,1,0,1
22688930,1,0,1
30119441,1,0,1
34782531,1,0,1
191639486,1,0,1
150570112,1,0,1
14061488,1,0,1
78714922,1,0,1
106644766,1,0,1
124573702,1,0,1
151444950,1,0,1
31266206,1,0,1
24788417,1,0,1
78924260,1,0,1
18313689,1,0,1
361223636,1,0,1
41125408,1,0,1
77041196,1,0,1
427158617,1,0,1
25368252,1,0,1
98615429,1,0,1
14261725,1,0,1
137845949,1,0,1
24565838,1,0,1
19758432,1,0,1
198606623,1,0,1
21639656,1,0,1
64356217,1,0,1
427506764,1,0,1
569780001,2,0,2
257564668,1,0,1
58500730,1,0,1
36772213,1,0,1
16257516,1,0,1
535078983,1,0,1
783484322,1,0,1
476997240,1,0,1
22032397,1,0,1
169299463,1,0,1
43182702,2,0,2
24678755,1,0,1
483517190,1,0,1
14791865,1,0,1
472153387,1,0,1
18988290,1,0,1
1928862781,1,0,1
31389187,1,0,1
760057453,1,0,1
324035512,1,0,1
196021101,1,0,1
2873105092,2,0,2
16101182,2,0,2
85948432,1,0,1
117303770,1,0,1
88112161,1,0,1
24187771,1,0,1
19942987,1,0,1
85362564,1,0,1
147238440,2,0,2
17168586,1,0,1
15000975,1,0,1
17904171,1,0,1
67595149,1,0,1
434910897,1,1,2
4830477591,1,0,1
1160431,1,0,1
32256288,1,0,1
81673517,1,0,1
3715898475,1,0,1
17472479,1,0,1
3002550456,1,0,1
2740714614,2,0,2
263247105,1,0,1
75093019,1,0,1
40711814,3,0,3
19039823,2,0,2
2516158890,1,0,1
228134082,4,8,12
854852024814321664,1,0,1
1387476174,1,0,1
759414372984721408,1,2,3
1359663618,1,0,1
865213853092786176,1,0,1
59299156,1,0,1
3771043037,5,0,5
2303652506,1,1,2
813292929779372032,2,2,4
613832334,1,0,1
19336751,1,0,1
244544741,1,0,1
20050377,1,0,1
911337389041127424,1,0,1
20780650,2,0,2
4626885679,1,0,1
335107618,1,0,1
21901715,1,0,1
2735057274,1,0,1
1045070063525666821,1,0,1
798284673604579329,1,0,1
155120458,1,0,1
835514948759453697,1,0,1
1156206252,1,0,1
1045666058584055808,1,0,1
252751061,1,0,1
16179017,1,0,1
65634311,1,0,1
38433277,1,0,1
564111558,5,0,5
33047530,1,0,1
40224741,1,0,1
1029242357554786304,1,0,1
1029387533816344576,1,0,1
712803897274982400,1,0,1
259819626,2,0,2
2203732220,3,0,3
2203775736,3,0,3
2203712082,3,0,3
533612477,3,0,3
2203777700,3,0,3
2203768105,2,0,2
2203769940,3,0,3
823021644,2,0,2
384942394,3,0,3
2203716673,3,0,3
2203774417,2,0,2
2203782356,3,0,3
2203765908,3,0,3
2203726764,3,0,3
384942869,3,0,3
2203765218,3,0,3
384941477,3,0,3
823005493,4,0,4
2203761536,3,0,3
384941490,3,0,3
2203738322,3,0,3
2203757035,2,0,2
2203781568,3,0,3
592248104,4,0,4
2203756687,3,0,3
2203762693,3,0,3
2203768596,2,0,2
2203736545,3,0,3
2203782554,2,0,2
2203755894,3,0,3
2203704038,3,0,3
2203711285,3,0,3
2203762927,3,0,3
2203695764,3,0,3
592251131,3,0,3
2203775502,1,0,1
2203758170,1,0,1
2203437643,1,0,1
2203748551,1,0,1
2203707510,2,0,2
384943292,1,0,1
384944004,2,0,2
2203791636,2,0,2
2203776828,2,0,2
592257289,3,0,3
2203715906,2,0,2
384944070,2,0,2
26752563,1,0,1
21421178,2,1,3
2151649555,1,0,1
589654987,1,0,1
2206690108,3,0,3
1680754122,2,0,2
1132189957,1,0,1
310426728,1,0,1
2244943075,1,0,1
112593258,1,0,1
360115360,1,0,1
1013033834,2,0,2
386921644,1,0,1
542985233,1,0,1
2259334226,2,0,2
14593478,1,0,1
2822996511,1,0,1
17181432,1,0,1
28611166,1,0,1
498927733,1,0,1
2289664622,1,0,1
55388856,2,0,2
324675260,1,0,1
154705374,1,0,1
537369287,1,0,1
35050648,1,0,1
43782326,1,0,1
422976578,2,4,6
13967302,1,0,1
380693277,5,1,6
87227793,1,0,1
241140071,1,0,1
79426470,1,1,2
3171393060,1,0,1
887843898,1,0,1
271121416,2,0,2
2379508339,1,0,1
37136743,1,0,1
3455920769,1,0,1
196168350,2,0,2
176852351,2,0,2
4553731353,1,0,1
525655741,1,0,1
733136570350362624,1,0,1
1954619390,1,0,1
265652034,1,0,1
282912700,1,0,1
23447295,1,0,1
386742828,1,0,1
326173615,1,0,1
18431625,1,1,2
169660103,1,0,1
397032029,1,0,1
278794779,1,0,1
130024793,1,0,1
21071385,1,0,1
400618437,1,0,1
22970976,1,0,1
621419621,1,0,1
790783038,1,0,1
33457425,1,0,1
1941878064,1,0,1
2554652730,1,0,1
912583795,2,0,2
79940790,1,0,1
1016598493,1,0,1
92558754,1,0,1
2440124724,1,0,1
62037775,1,0,1
16529509,1,0,1
113647797,1,0,1
24301419,1,0,1
127182036,1,0,1
127693283,1,0,1
2293109486,2,0,2
776638213,1,0,1
438051476,1,1,2
3194707986,1,0,1
3153564774,1,0,1
386348208,1,0,1
832718768,1,0,1
2635931398,2,0,2
450256953,1,0,1
3238994679,1,0,1
526346146,1,0,1
449516869,1,0,1
177265630,1,0,1
28156467,1,0,1
874696526,1,0,1
24466578,1,0,1
50924117,1,0,1
4239659054,1,0,1
1561690340,1,0,1
4883847269,2,0,2
1169438480,2,0,2
2701324983,1,0,1
717190902905577472,1,0,1
334923393,1,0,1
29350302,1,0,1
4230384973,1,0,1
3536378296,1,0,1
3376781080,1,0,1
3198415261,1,0,1
3105393939,1,0,1
4264340188,1,1,2
170359315,1,0,1
734410006439677957,1,0,1
531562638,1,0,1
76064527,1,0,1
713469726488465410,1,0,1
54479718,1,0,1
109442858,1,0,1
211013755,1,0,1
25239309,1,0,1
703365581748183040,1,0,1
291247093,1,0,1
112287707,1,0,1
217098564,1,0,1
902890508,1,0,1
194977346,1,0,1
388053635,1,0,1
1216957579,1,0,1
3407550015,1,0,1
1277454542,1,0,1
3083482982,1,0,1
702849463,1,0,1
711355959608614912,1,0,1
745274935958855680,1,0,1
4850559129,1,0,1
2823620637,1,0,1
25359850,1,0,1
706954386296057856,1,0,1
24664169,1,0,1
336328667,1,0,1
1068985046,1,0,1
822533414,1,2,3
4093256119,1,0,1
713585978170933248,1,0,1
4705591369,1,0,1
2238811670,1,0,1
108593067,1,0,1
741274551158345728,1,0,1
628642757,1,0,1
874763028,2,1,3
3421455975,1,0,1
4776010032,1,0,1
14682781,1,0,1
919844534,1,0,1
444010252,3,0,3
1004245488,1,0,1
731554406408163329,1,0,1
2777192409,1,0,1
739299132,2,0,2
705568898599542786,1,0,1
4835777242,1,0,1
15862326,1,0,1
870931370,1,0,1
402525236,1,0,1
710444201637507072,1,0,1
4888745776,1,0,1
267731686,1,0,1
3044923343,1,0,1
348190339,1,0,1
4807929947,1,0,1
712188908994334720,1,0,1
16383061,1,0,1
851846845,1,0,1
264076816,1,0,1
4097203167,1,0,1
2914600875,1,0,1
2205940970,1,0,1
23355328,1,0,1
23574483,2,0,2
4449657053,2,0,2
753718735,1,0,1
131752481,1,0,1
705053648,1,0,1
745321766852173824,1,0,1
427473606,1,0,1
2769284057,1,0,1
23698372,1,0,1
735682556884975616,1,0,1
470308077,1,0,1
732600794768375808,1,0,1
544075455,1,0,1
304205612,1,0,1
750587361076150272,1,0,1
706647633440296960,1,0,1
2965445537,1,0,1
750426982387683328,1,0,1
386475024,1,0,1
2874117411,1,0,1
4526228537,1,0,1
354453318,1,1,2
26440769,1,0,1
25541803,1,0,1
700695208510386176,1,0,1
729472578847285248,1,0,1
747215325398065152,1,0,1
1902305683,1,0,1
539625322,1,0,1
4079602277,1,0,1
998265320,1,0,1
1355136241,1,0,1
556433450,1,0,1
3411657459,1,0,1
933536551,1,0,1
430393594,1,0,1
2896924987,1,0,1
59250031,1,0,1
3749704884,1,0,1
1087495843,1,0,1
466111290,1,0,1
738845180887846912,1,0,1
1372048580,1,0,1
179496679,1,0,1
33256669,1,0,1
2581317187,1,0,1
4844097142,1,0,1
3687523215,1,0,1
166625775,1,0,1
3548791756,1,0,1
1581624247,1,0,1
750775148693876737,1,0,1
261201848,1,0,1
2888803256,1,0,1
750815735245447169,1,0,1
2966757413,1,0,1
727684384984322048,1,0,1
38273350,1,0,1
197036806,1,0,1
711387643490074624,1,0,1
791655535,1,0,1
406456418,1,0,1
319931473,1,0,1
21006516,1,0,1
215367912,1,0,1
4698903391,2,0,2
2357969742,1,0,1
476254855,1,0,1
943554361,1,0,1
821934096,1,0,1
714587349720535040,1,0,1
870567554,1,0,1
4497763703,1,0,1
111356099,2,0,2
976981922,1,0,1
289996963,6,0,6
4478411,1,0,1
300449386,1,0,1
24564730,2,0,2
56182090,1,0,1
1350989725,1,0,1
2779517050,1,4,5
66275900,1,0,1
3951163695,1,0,1
518948532,1,0,1
720744027901927424,2,0,2
34715248,1,0,1
905530344,1,0,1
4754483534,1,0,1
1553444053,1,0,1
3126563358,1,0,1
4238209872,1,0,1
703379082,1,0,1
706835581561651200,1,0,1
125550109,1,0,1
4885197972,1,0,1
3609952274,1,0,1
740868761436094464,1,0,1
4651346533,1,0,1
320307136,1,1,2
4847583671,1,0,1
42910675,1,0,1
384005220,1,3,4
3408840784,1,0,1
368720279,2,0,2
714123468833480707,1,0,1
1747038559,1,0,1
3369281925,1,0,1
616620910,1,0,1
3807453914,1,0,1
437268577,1,0,1
740993608220712960,1,0,1
4324968018,2,0,2
48774099,3,0,3
727590652993798144,2,0,2
65219063,1,0,1
19527964,1,0,1
278966245,1,0,1
406252462,1,0,1
55853059,1,1,2
29514103,1,0,1
17351088,3,0,3
450038568,1,0,1
1462419804,2,0,2
142341490,1,0,1
180631163,1,0,1
258241023,1,0,1
1651007612,1,0,1
280242927,1,0,1
575556609,1,0,1
231063958,1,0,1
15756947,1,0,1
37885361,1,0,1
1598819322,1,0,1
46306298,1,0,1
50588607,1,0,1
636400824,1,0,1
22434478,1,0,1
1645924578,1,0,1
565011616,1,0,1
264122287,1,0,1
715715117,1,0,1
1143292358,1,0,1
56068607,1,0,1
780174847,1,0,1
17118843,1,0,1
244139209,1,0,1
19264047,1,0,1
48053245,1,0,1
79279901,1,0,1
434211957,1,0,1
2257588008,1,0,1
27274887,3,0,3
1304147659,1,0,1
312105497,1,0,1
2210514691,1,0,1
27001889,1,0,1
16984207,2,0,2
101038791,1,0,1
17942048,1,0,1
2343835742,1,0,1
1454910492,1,0,1
487915990,1,0,1
54308395,1,0,1
14460241,1,0,1
7267552,2,0,2
2301580002,1,0,1
358090121,1,0,1
574859375,2,0,2
760315758,1,0,1
47387396,1,0,1
75977801,1,0,1
110951035,1,0,1
204698104,1,0,1
447591761,1,0,1
298496015,1,0,1
84109239,1,0,1
117967849,1,0,1
136881432,3,0,3
1927028624,1,0,1
1473870181,1,0,1
133315811,1,0,1
156899469,1,0,1
792005616,1,0,1
776245866,1,0,1
67674608,1,0,1
19187303,1,0,1
278115412,1,0,1
2359146338,1,0,1
16870451,1,0,1
1127873694,1,0,1
223435344,1,0,1
498251000,1,0,1
996975822,1,0,1
47442324,1,0,1
1852712251,1,0,1
219464171,1,0,1
306655142,1,0,1
207178038,1,0,1
397489668,1,0,1
2195199840,1,0,1
635608354,1,0,1
1463193979,1,0,1
1517978150,1,0,1
244724820,2,0,2
20109343,1,2,3
23156750,1,0,1
323713804,1,0,1
565505571,1,0,1
21951240,1,0,1
469319217,1,0,1
19011566,1,0,1
39609732,1,0,1
29299434,1,0,1
74135343,1,0,1
225026134,1,0,1
185615371,1,0,1
391956111,1,0,1
108556027,2,0,2
15486163,2,0,2
81660429,1,0,1
106653207,1,0,1
2363754237,1,0,1
2180429551,1,0,1
236392736,1,0,1
382913150,2,0,2
253532556,1,0,1
49420439,1,0,1
263549577,1,0,1
294613911,1,0,1
421244535,1,0,1
47438401,1,0,1
20730692,1,0,1
134971995,4,1,5
466899807,1,0,1
181696572,1,0,1
821957852,1,0,1
47695812,1,0,1
17409753,2,0,2
1141290944,1,1,2
20794531,1,0,1
176442692,1,0,1
544357824,1,0,1
1225884457,1,0,1
25665242,1,0,1
107702315,1,0,1
629160690,1,0,1
1440755010,1,0,1
55954443,1,0,1
905905843,1,0,1
46327787,1,0,1
1648305080,1,0,1
193550795,1,0,1
138832318,1,0,1
17233536,1,0,1
47111748,2,0,2
56359542,1,0,1
35011081,1,0,1
1398095065,1,0,1
378492701,1,0,1
265899859,1,0,1
21184375,1,0,1
169565468,1,0,1
8739282,1,0,1
3105371,1,0,1
1331061,2,0,2
3265621,1,0,1
16598023,1,0,1
11572242,1,0,1
13079842,1,0,1
28371784,1,0,1
49028131,1,0,1
15622480,1,0,1
30496976,1,0,1
42615195,2,0,2
26780707,1,0,1
99747974,1,0,1
61341165,1,0,1
18604823,1,0,1
33886375,1,0,1
46349083,1,0,1
19459081,1,0,1
80810696,1,0,1
48371866,1,0,1
16996671,1,0,1
127617358,1,0,1
17080018,3,0,3
41288176,1,0,1
43526164,1,0,1
117463032,1,0,1
78776560,1,0,1
86849865,1,0,1
10041612,1,0,1
46843947,1,0,1
229221372,1,0,1
239720627,1,0,1
245475254,1,0,1
10028892,1,0,1
101736557,1,0,1
91714842,1,0,1
54018953,1,0,1
314780899,1,3,4
292820580,1,0,1
15784778,1,0,1
286263032,1,0,1
275736409,1,0,1
47231263,1,0,1
238321865,1,0,1
15088434,1,0,1
85159106,2,0,2
137764363,1,0,1
30975678,1,0,1
25681664,1,0,1
264481808,2,0,2
272187450,2,0,2
255507984,2,0,2
234231195,1,0,1
115753079,1,0,1
21204520,1,0,1
208682807,2,0,2
494287060,1,0,1
378229080,1,0,1
41187603,3,0,3
67731243,1,0,1
176579587,1,0,1
115390752,1,0,1
77388455,1,0,1
788047650,1,0,1
568367703,2,0,2
5374332,1,0,1
1305029833,1,0,1
75517132,1,0,1
140624291,1,0,1
396601079,1,0,1
144716558,1,0,1
82759710,1,0,1
843983528,1,0,1
821673140,1,0,1
50393266,1,0,1
295946884,1,0,1
414872140,1,0,1
100122601,1,0,1
468365388,3,1,4
212369811,1,0,1
587912610,1,0,1
32824640,1,0,1
455959461,1,0,1
115864098,1,0,1
577206898,1,0,1
28138582,1,0,1
51887657,1,0,1
427132282,1,0,1
85456568,1,0,1
259867473,1,0,1
223885276,1,0,1
24295482,2,0,2
1622025475,1,0,1
336356025,1,0,1
487067075,1,0,1
259489745,1,0,1
635300953,1,0,1
7278812,1,0,1
14123608,2,0,2
16174140,1,0,1
182584657,1,0,1
319939901,1,0,1
15513604,1,0,1
14785074,2,0,2
26237787,1,0,1
226066884,1,0,1
619534938,1,0,1
164663711,1,0,1
182642459,1,0,1
128603479,1,0,1
22899978,1,0,1
17023883,1,0,1
444298030,1,0,1
529730123,1,0,1
380975829,1,0,1
708413638,1,0,1
33895575,1,0,1
830861996,1,0,1
618624270,2,0,2
280996410,1,0,1
30647780,1,0,1
326412173,1,0,1
2443083780,1,0,1
242026254,1,0,1
1192141724,1,0,1
19575608,1,0,1
87130129,1,1,2
207814323,1,0,1
3407538574,1,0,1
762954306,1,0,1
102232813,1,0,1
2690627612,1,0,1
2371577215,1,0,1
272176414,2,0,2
4173225914,2,0,2
2183714333,1,0,1
631371507,2,0,2
19928715,1,0,1
168712933,1,0,1
76204093,1,0,1
273018283,1,0,1
167555015,1,0,1
21344507,1,1,2
5849252,11,0,11
225829978,1,0,1
2746712788,1,0,1
3256617340,3,0,3
63065243,1,0,1
62919308,1,0,1
1526667284,2,0,2
3795292154,1,0,1
1712834719,1,0,1
745187658213646336,1,0,1
4614832592,4,0,4
2310344922,1,0,1
205060805,1,0,1
19403505,4,0,4
748389311419154432,1,0,1
619056084,1,0,1
72546927,1,0,1
21356555,3,0,3
4453236387,1,0,1
3038079105,4,0,4
31062454,1,0,1
857213823861829632,1,0,1
44746414,1,0,1
324496098,1,0,1
1382130486,1,0,1
926463029700648961,1,0,1
794319767125553152,1,0,1
911248037208498177,1,0,1
4459084814,1,0,1
62865775,1,0,1
465990643,1,0,1
399141796,1,0,1
388473393,1,0,1
2342698783,1,0,1
4578548873,1,0,1
27546330,1,0,1
65802568,1,0,1
20008724,9,0,9
311549213,1,0,1
115494292,1,0,1
215863299,1,0,1
11740172,1,0,1
22509023,1,0,1
32187968,1,0,1
599810716,1,0,1
4684663334,1,0,1
42731914,1,0,1
801219872466358272,1,0,1
1001543227906887682,3,0,3
